3.493108864260026980e+00 3.333333333339118243e-02 3.333333333333695497e-02 3.002366700350245221e+00 4.024066624638939160e+00 2.478850383352905862e+00 2.612472986836581690e+00 3.481472221212149609e+00 1.835040897003727745e+00 3.333333333339066895e-02 2.493896591027776832e+00 4.664370864484025603e+00 3.333333333340203486e-02 3.333333333333585863e-02 3.333333333335805615e-02 3.333333333333886317e-02 1.961192922891964230e+00 3.070942621102746628e+00 2.732866477487614354e+00 1.287539028845977107e+01 3.333333333334257548e-02 4.840663298115772228e+00 4.666236237494526762e+01 1.786878761488541656e+01 3.333333333334029952e-02 3.333333333335802146e-02 4.781807008037967321e+00 3.333333333336646609e-02 1.720341260906771419e+00 3.333333333333923787e-02
3.333333333333862725e-02 1.291007069670415452e+00 3.333333333333983461e-02 3.333333333335326137e-02 3.333333333340863375e-02 3.347127237154301049e+00 3.333333333336400972e-02 3.333333333333746151e-02 3.333333333334010523e-02 3.333333333333737825e-02 2.667529843486712071e+00 3.333333333335373322e-02 2.344581301125268524e+00 6.077026483046256367e+00 3.333333333333714232e-02 3.333333333334292936e-02 3.333333333336352400e-02 3.333333333335376791e-02 3.333333333334244364e-02 3.333333333336057497e-02 3.333333333343154598e-02 3.333333333336252480e-02 5.223315628163334168e+00 1.407616832384507077e+01 3.333333333335285198e-02 5.876714402286410177e+00 3.333333333339216775e-02 4.396529711221702996e+00 3.333333333337366866e-02 3.333333333334381060e-02
3.333333333333517862e-02 1.176869433722462510e+01 3.333333333333541454e-02 3.333333333334220772e-02 5.946150937759138166e+00 1.979150794941326197e+01 3.333333333335650878e-02 3.333333333334241588e-02 2.115350831992316216e+00 3.333333333335084664e-02 1.060907919723867643e+01 5.655608637424659690e+00 3.333333333336473137e-02 1.303932242307062772e+01 3.333333333333617782e-02 3.333333333333651782e-02 8.678106251136217253e+00 3.333333333336752774e-02 3.333333333335260218e-02 3.333333333338007326e-02 3.333333333335123522e-02 3.333333333336817306e-02 1.466402539573138775e+01 6.504271221203889120e+00 3.333333333338067694e-02 9.829322097538208958e-01 1.360407281731528784e+01 1.088940806932492933e+01 2.021813638807747537e+01 3.333333333333720477e-02
4.282574086653055723e+00 3.333333333335557203e-02 3.333333333333782234e-02 3.333333333334367182e-02 4.070237899920072344e+00 2.011269445033314796e+01 3.333333333335020132e-02 3.333333333333634435e-02 3.333333333334154852e-02 1.261178136133857874e+00 1.090569500672379455e+00 5.430853959348708848e+00 1.022952486647693782e+01 3.333333333333627496e-02 3.333333333333822479e-02 3.333333333334023013e-02 9.902622182186709310e+00 3.333333333343287130e-02 1.056938760007055667e+00 3.152715720476371608e+00 3.333333333344919852e-02 2.045704057005964582e+00 3.906956927857223860e+01 1.873087944030175933e+01 3.333333333333941134e-02 3.333333333345199490e-02 2.529734073737132327e+00 3.333333333336947063e-02 1.534203588174089194e+00 3.333333333334068810e-02
3.551083467243310476e+00 1.238064066810151687e+00 2.196688587375808854e+00 3.333333333347690552e-02 7.397203852949762570e+00 2.482868767846360214e+01 2.857227087110346453e+00 3.333333333334934784e-02 3.333333333339613680e-02 2.091369105762353797e+00 1.533051388592810538e+00 3.333333333338613091e-02 3.333333333334437265e-02 5.313142334366625086e+00 4.741279003691787786e+00 3.333333333334112525e-02 1.563217995885443656e+01 3.333333333336704202e-02 2.433828766990961512e+00 4.965336741846445356e+00 1.081396763173564812e+00 3.333333333338767829e-02 9.198921294526599013e+00 2.976666291828043320e+00 1.168169521682474565e+00 3.333333333333662191e-02 3.212810039824785946e+01 1.300937023815933902e+00 3.333333333335076337e-02 3.333333333334610737e-02
1.075234758862963158e+00 3.333333333339624088e-02 3.333333333333366594e-02 3.333333333337890753e-02 1.330504051329559845e+00 3.333333333338429905e-02 2.330014682496193146e+00 3.333333333335444792e-02 1.038775211945016652e+00 3.333333333334064646e-02 3.333333333339028037e-02 1.872550750417217191e+00 3.333333333334954213e-02 1.456213823841579602e+00 3.333333333334375509e-02 3.333333333333333287e-02 7.399006176573016624e+00 3.333333333335656429e-02 3.333333333334447673e-02 2.817540020351139596e+00 2.697805417011998941e+00 2.778587544065806547e+00 4.010810365183236570e+01 1.548920792698725890e+01 3.333333333334254078e-02 2.143183784547728266e+01 5.768659659296216269e+00 2.608326608396734247e+00 5.330965204448649963e+00 3.333333333333333287e-02
1.179117779240218100e+00 3.333333333335279647e-02 1.187599835624417288e+00 2.971239554204943900e+00 3.796260209609746994e+01 1.378065047696235279e+00 3.333333333336967880e-02 3.333333333337588911e-02 9.859369614133708382e+00 3.333333333340939703e-02 5.190591728079032130e+00 1.525127581631173346e+00 6.705814959526129826e+00 4.584565551440023867e+00 1.120863508605495218e+00 3.333333333335086746e-02 1.402359745285559844e+00 1.312523198112150791e+00 1.170313209775759145e+00 3.333333333337346743e-02 3.600403832981972307e+00 3.333333333335470466e-02 1.207719620726868328e+02 1.318149085204214011e+01 1.742474869551912331e+00 3.333333333334119464e-02 3.178511818796506905e+00 3.340670532143940363e+01 7.437095272301428750e+00 8.645358840804345801e-01
3.549983513143621483e+00 3.333333333335325444e-02 3.333333333334777271e-02 3.333333333334612125e-02 3.333333333337950427e-02 1.583501177298996332e+01 4.681795155950968734e+00 2.234781548061117729e+00 3.333333333334256160e-02 3.333333333334263793e-02 3.333333333336892246e-02 3.333333333342936022e-02 2.722539499309446498e+00 3.333333333334251303e-02 2.804771314392143555e+00 3.333333333335539855e-02 1.165985470817848224e+01 3.333333333336541832e-02 3.333333333334752985e-02 3.333333333337151066e-02 3.333333333334750903e-02 1.748875138188356715e+00 1.656656656784365822e+01 2.147473820233049224e+00 3.333333333339185550e-02 1.151240554745028177e+00 1.408800227979969399e+01 3.333333333337243354e-02 1.242437460497292312e+00 3.333333333336154641e-02
3.678730448530855845e+00 1.779064538312220112e+00 3.333333333334142362e-02 3.333333333335160992e-02 2.279889106589048353e+01 3.333333333336319093e-02 1.124473275033367514e+01 8.996318121371730925e+00 3.333333333334627391e-02 1.334344243222427284e+00 8.276563776757793534e+00 3.333333333336972737e-02 5.395298637269517528e+00 2.483038298037705705e+00 3.333333333333739906e-02 1.974490236118372044e+00 3.333333333341209626e-02 3.333333333334569104e-02 3.333333333341732818e-02 3.333333333336532117e-02 5.600562032843582116e+00 4.748295838737647045e+00 6.192387457996030520e+01 2.417704935775721253e+01 3.333333333334085463e-02 3.333333333333930032e-02 6.829595926621025548e+00 3.333333333339739968e-02 1.229248348156835213e+01 3.333333333334261711e-02
3.333333333333975135e-02 3.333333333333515780e-02 3.333333333335607856e-02 1.093415740487231780e+00 3.163151275666156170e+00 4.439869605000009045e+00 3.333333333334994458e-02 3.333333333337626381e-02 3.333333333333970278e-02 3.609047459621713028e+00 1.100079047840466728e+00 3.333333333333619170e-02 4.632614077189140644e+00 3.333333333333345083e-02 4.678653242616350738e+00 3.333333333333333287e-02 5.732159113964863550e+00 3.333333333345518679e-02 3.333333333337379356e-02 1.366076827065596788e+01 3.333333333333710069e-02 3.207921760931546906e+00 3.333333333338626275e-02 3.333333333334922988e-02 3.333333333338930199e-02 3.333333333333347859e-02 3.656011890192746083e+00 3.333333333333516474e-02 1.426308515833411672e+00 3.333333333333343002e-02
3.333333333333368675e-02 3.333333333334038279e-02 3.333333333333333287e-02 3.333333333338162757e-02 3.333333333343068555e-02 1.225515288360505473e+01 2.813978686460083534e+00 3.333333333334329018e-02 3.333333333333520637e-02 3.333333333335013193e-02 2.354516632567303258e+00 8.404792061548247872e+00 8.880578576415974368e+00 3.333333333333338144e-02 3.333333333333449860e-02 3.333333333333333287e-02 4.910186119501878110e+00 3.333333333335105481e-02 3.333333333334619758e-02 3.333333333336734733e-02 3.333333333333733661e-02 3.333333333336205295e-02 1.496991578851689297e+01 1.407779826046975158e+00 1.042669888227450992e+00 3.333333333339875970e-02 1.000911979207888969e+01 1.467533173218120091e+01 1.675978012849685506e+00 3.333333333333341614e-02
4.231525121756017249e+00 3.333333333338668603e-02 3.333333333333766968e-02 2.824538936328631511e+00 3.333333333340297161e-02 3.813926640812530167e+01 3.333333333338790033e-02 3.333333333334015380e-02 2.116185151702714151e+00 2.293784460193315944e+00 4.143808740435980020e+00 3.333333333334757148e-02 3.333333333336210846e-02 3.333333333347061195e-02 4.227212955907985403e+00 3.333333333333805132e-02 6.175694066600613930e+00 9.233870466652458475e-01 3.333333333334666942e-02 1.091396829199475427e+01 3.333333333356549438e-02 2.160413196812864367e+00 9.678562167871122668e+00 3.775962007272152476e+00 7.787776737366581825e-01 2.172808020478488533e+00 2.797743908745065156e+01 3.333333333343047045e-02 3.333333333342049232e-02 3.333333333333836357e-02
3.333333333333748927e-02 2.579758420280941777e+01 3.333333333333652476e-02 1.138252177360991713e+00 3.228905956633813901e+01 2.066490549428951340e+01 3.395257538061692504e+00 6.707804622157413021e+00 3.333333333333841908e-02 3.319983881711377371e+00 4.364328522457937254e+01 3.333333333339754539e-02 1.314564058206799890e+00 3.333333333334603799e-02 3.333333333339964094e-02 1.056487983039286815e+00 1.117994306661291404e+01 3.783884064155821125e+00 2.148622894209019751e+00 3.333333333339912052e-02 3.333333333340302712e-02 3.333333333337939325e-02 6.494319381092188337e+01 6.953060427590742165e+01 1.048817610132491573e+01 3.333333333335260912e-02 1.990464504419317748e+01 3.293745994120207854e+00 3.333333333339715682e-02 3.333333333336484239e-02
1.293659316169071705e+00 3.907387827300834893e+00 3.333333333335933985e-02 5.721784560173277079e+00 3.818410274234280877e+01 8.075489038671989306e+00 2.725060552477922116e+00 1.088951440136897375e+00 3.937349561928543018e+00 2.626441655149649890e+00 8.146695676901186900e+00 1.610022492922059234e+00 3.333333333338573540e-02 3.333333333333766968e-02 3.333333333334477511e-02 3.333333333334145138e-02 7.710489405663929929e+00 3.333333333342496096e-02 3.333333333334019544e-02 7.442628414035573847e+00 3.333333333335718185e-02 3.333333333335186666e-02 2.525870952566889827e+01 2.702417975393838390e+01 4.333819147017338835e+00 3.333333333333794724e-02 7.922762286253363762e+00 3.333333333335359444e-02 2.590466603247969957e+00 3.333333333334265181e-02
3.333333333333413778e-02 7.328320508406584111e+00 3.333333333333340920e-02 3.333333333335705695e-02 3.655408148695888926e+00 2.561294476616086868e+01 3.647759106816662378e+00 3.333333333333642762e-02 3.333333333333350634e-02 3.333333333336137988e-02 2.934151611285849448e+00 3.333333333337232252e-02 2.902060058415937061e+00 3.333333333333451942e-02 3.333333333333797499e-02 3.333333333333333287e-02 7.532499787816068881e+00 3.333333333335726512e-02 3.333333333334224935e-02 2.893258461161517747e+00 3.333333333333862725e-02 3.333333333334985438e-02 3.070943686387635374e+00 1.524043389707646190e+00 3.333333333333741988e-02 9.911597756165135831e-01 3.363446031872695841e+01 1.344816736135544843e+01 2.284285038810109469e+00 1.040537980636126569e+00
3.333333333333333981e-02 3.333333333334412285e-02 3.333333333333333287e-02 5.210682434500355065e+00 8.307994303022308458e+00 3.333333333336422483e-02 3.333333333334360243e-02 3.333333333335745247e-02 3.333333333333333287e-02 1.143399528915166385e+00 2.148755207420067759e+00 3.333333333338906607e-02 3.333333333338979465e-02 3.333333333333357573e-02 3.333333333333363818e-02 3.333333333333333287e-02 6.947912860117074985e+00 3.333333333346604616e-02 3.333333333333996645e-02 6.965817512457197935e+00 1.125366347632553055e+00 1.133659686665019528e+01 3.333333333338536070e-02 3.333333333335045806e-02 3.333333333334222853e-02 3.333333333333503984e-02 8.982494059303206768e+00 3.333333333336845061e-02 2.164314213314764590e+00 3.333333333333333287e-02
3.333333333334149995e-02 3.333333333338121818e-02 3.333333333335776472e-02 7.039997242771825370e+00 3.333333333338531212e-02 1.768147863196224634e+01 1.364191679358835074e+01 3.333333333335235932e-02 3.333333333333841908e-02 3.333333333342098498e-02 1.751829814794816542e+01 3.333333333335434384e-02 6.495602095027230405e+00 3.333333333335431609e-02 1.364035088501337700e+00 3.423871624018790083e+00 1.642455316711027180e+01 2.958603879377236456e+00 3.333333333335020132e-02 8.706064378382398772e+00 1.467278748838869884e+00 3.013886965031534970e+00 1.942459041424157817e+01 3.424638824220550504e+01 2.367785232390455796e+00 3.333333333336351012e-02 2.655230925924170293e+01 1.702788398601803976e+00 3.333333333336745141e-02 1.570551690760252139e+00
3.333333333333642762e-02 1.489942965530998364e+00 3.333333333333587944e-02 1.043384973654908565e+00 3.333333333334353998e-02 2.509239692034103797e+01 5.120772459881621330e+00 3.333333333334936172e-02 1.055972237593114871e+00 1.128994544817248258e+00 9.074365557269178595e+00 3.333333333342805571e-02 1.748672788631005171e+00 3.333333333341945148e-02 8.890497048409365277e+00 3.333333333333605986e-02 1.302612713461679661e+01 3.444423452225507720e+00 3.333333333334626697e-02 2.812525692145434242e+00 3.333333333338223819e-02 1.520022298251823001e+00 1.449203082145455390e+01 1.365825435975801661e+01 3.333333333333943910e-02 2.392670329621669367e+00 4.035378830044592746e+01 3.333333333334037585e-02 1.255158115351475034e+00 3.333333333333669130e-02
3.333333333334604492e-02 3.333333333340645493e-02 3.333333333334915355e-02 2.098672389895977375e+00 7.198257124411804320e+00 1.300597490164175163e+01 8.720711456027633091e+00 3.333333333336904042e-02 3.333333333335115889e-02 3.380442790867878244e+00 5.267021577390086584e+00 3.333333333335380261e-02 5.032017556080820242e+00 3.333333333334270732e-02 3.333333333334959764e-02 3.333333333335749410e-02 1.338249490365260819e+01 1.673950226333583258e+00 3.333333333334718984e-02 1.608867807678673501e+01 3.333333333334263099e-02 1.703451681325740097e+00 2.089269103528767246e+01 5.509503457708609275e+00 3.333333333334737025e-02 3.333333333334513593e-02 3.632076257529015528e+00 4.914056565059721216e+00 3.333333333338261983e-02 3.333333333335877779e-02
3.333333333334258242e-02 1.993386275041017841e+00 3.333333333334301263e-02 3.333333333334736331e-02 4.578322088717515115e+00 3.430741643999595691e+00 3.333333333337192700e-02 1.908402018991549376e+00 3.333333333334038279e-02 1.146309664674242335e+00 4.009717526117534625e+00 3.263287098201362824e+01 3.333333333336490484e-02 3.333333333334052850e-02 3.333333333333921705e-02 3.333333333335077031e-02 3.333333333340165322e-02 3.333333333334324855e-02 1.111861360326582560e+00 3.333333333338082266e-02 3.333333333338969751e-02 3.333333333334813353e-02 2.575334614554492774e+01 2.263993801865194655e+01 3.333333333334169424e-02 1.161770942587602828e+00 3.333333333340238180e-02 3.333333333336215704e-02 3.333333333337877569e-02 3.333333333334951437e-02
1.037236928387027968e+00 8.056079706655779660e+00 3.333333333333333287e-02 3.333333333334680820e-02 3.333333333334343590e-02 1.597736438647772950e+01 3.333333333333388798e-02 3.333333333335263687e-02 3.333333333333444309e-02 3.333333333335131848e-02 1.893215931947482167e+00 7.594581696305473528e+00 3.333333333334358856e-02 2.058218878196769630e+00 1.109588321080933859e+00 3.333333333333333287e-02 2.701961035709798509e+00 3.333333333333707987e-02 3.333333333333422105e-02 3.333333333339835725e-02 6.261380466935581701e+00 1.181118305883335884e+00 1.094403784362521037e+01 1.948298788261663361e+01 2.009560225627397223e+00 3.333333333337523685e-02 9.159335057217282028e+00 3.333333333334717596e-02 3.333333333336582771e-02 3.333333333333340920e-02
5.961679309056025389e+00 3.333333333335321280e-02 1.473379263941033024e+00 1.680446299980159486e+00 3.333333333335435078e-02 3.333333333340826599e-02 3.333333333344050409e-02 1.131360686287228567e+01 3.333333333334927845e-02 3.333333333334666249e-02 3.333333333335392751e-02 8.204349768733278481e+00 3.847705330597139817e+00 4.045297122192242689e+00 3.333333333334313059e-02 3.333333333334891069e-02 3.333333333336804816e-02 2.250299507112693220e+00 3.333333333335841697e-02 8.546664975875829739e+00 3.333333333339016241e-02 1.467380766446985563e+00 9.960907053776655573e+01 1.864557233580107010e+01 3.333333333335590509e-02 1.261261894208100287e+01 1.113978756891840760e+01 1.571166350997867278e+00 7.842365083224818179e+00 1.355276641068816401e+00
3.333333333333671905e-02 3.333333333334644738e-02 3.333333333333333287e-02 3.333333333334784904e-02 3.333333333335166543e-02 1.428931525314775541e+01 3.333333333337042820e-02 3.333333333333422105e-02 3.333333333333900889e-02 3.333333333334764087e-02 3.333333333336838122e-02 3.333333333335083276e-02 1.010280336708647120e+01 3.333333333333352022e-02 4.484604643098524690e+00 3.333333333333333287e-02 3.333333333340214588e-02 3.333333333338871218e-02 3.333333333335183196e-02 1.728258544455508972e+00 3.333333333333334675e-02 1.267887184525167577e+00 1.241920929861098877e+01 3.333333333337998305e-02 3.333333333333608067e-02 3.333333333345265409e-02 1.794125504223924850e+01 3.333333333341634286e-02 3.333333333340830762e-02 1.033333333502375551e+00
3.333333333333432513e-02 1.172118619341657819e+01 3.333333333333338144e-02 3.333333333333845377e-02 3.333333333336333665e-02 2.365560831960475952e+00 3.333333333343019289e-02 3.333333333335515569e-02 3.333333333334222853e-02 3.333333333340791210e-02 3.462334906697376091e+00 4.783707804805712449e+00 3.333333333342518995e-02 3.333333333333552556e-02 3.333333333333562964e-02 1.033333333332923987e+00 3.333333333339266041e-02 3.333333333334679432e-02 3.333333333333949461e-02 3.200241354100391344e+00 4.985388263350552407e+00 3.333333333335954801e-02 2.134733014109173155e+00 1.348718199710330978e+01 3.333333333336296889e-02 7.355668918427348935e+00 3.333333333339066201e-02 1.145459389988436438e+00 4.725203992707186273e+00 3.333333333333358961e-02
3.333333333333744763e-02 3.876928838543182376e+00 3.333333333333341614e-02 3.749976937188662873e+00 8.867054982774671856e+00 2.724754569552770178e+01 3.915867662135859462e+00 3.333333333335632837e-02 3.333333333333760723e-02 3.623513871053400504e+00 6.248909588514285574e+00 3.948234623745223271e+00 3.922606802321547459e+00 3.333333333333440840e-02 2.895746329042462097e+00 1.033333333333825266e+00 2.290371258967824453e+00 4.464748584311469592e+00 3.333333333334678045e-02 1.305039329204278964e+01 3.333333333333617782e-02 3.865525933545632675e+00 5.773332761918304357e+00 1.186028254063708864e+01 3.333333333333857867e-02 2.433333925224206329e+00 2.059507677261773750e+01 3.333333333335998516e-02 5.003882933220635820e+00 3.333333333335485732e-02
3.333333333333415166e-02 3.333333333337197557e-02 3.333333333333333287e-02 3.333333333335439935e-02 3.333333333335328913e-02 5.002599810347059694e+00 3.333333333335539855e-02 1.137358113496873768e+00 3.333333333333562271e-02 3.333333333333560189e-02 3.333333333341400445e-02 1.464062470517632830e+00 1.331378859825024241e+00 6.914934814297719612e+00 5.040359562068633004e+00 3.333333333333333287e-02 3.333333333345499944e-02 3.900776547611839895e+00 3.333333333333566434e-02 3.333333333340064708e-02 2.632725529899069716e+00 3.333333333338407006e-02 3.333333333337865773e-02 4.876061805800159021e+01 3.333333333341049337e-02 3.333333333333834969e-02 1.714851956726723614e+01 3.333333333334456694e-02 3.333333333339395105e-02 3.333333333333402676e-02
3.333333333333491494e-02 3.333333333336160192e-02 3.333333333333492882e-02 3.333333333335158216e-02 3.333333333337479970e-02 4.907235345250485992e+00 6.274133833230541413e+00 3.333333333333925869e-02 3.333333333333456799e-02 3.333333333336604282e-02 1.077902141688569770e+01 3.333333333334726617e-02 1.097852434257717036e+01 3.333333333333360349e-02 3.333333333333352716e-02 3.333333333333333287e-02 3.333333333342495403e-02 3.333333333334112525e-02 1.329390750767957874e+00 3.333333333339923849e-02 7.613018737009618953e+00 3.333333333336498810e-02 3.731098618254090127e+01 5.661277439713474635e+00 3.333333333340055687e-02 3.333333333333443615e-02 7.446411952023723302e+00 3.333333333334599635e-02 3.333333333334223547e-02 3.333333333333366594e-02
